record_id,date_time,building_type,city_zone,energy_consumption_kwh,temperature_celsius,occupancy_level,peak_hour,renewable_energy_used_percent,peak_load_risk
1727,2024-03-12 22:00:00,Residential,North,408.95,6.4,13,No,54.8,High
1728,2024-03-12 23:00:00,Industrial,Central,218.87,21.4,443,Yes,15.8,Low
1729,2024-03-13 00:00:00,Commercial,Central,399.21,16.6,214,Yes,65.5,Low
1730,2024-03-13 01:00:00,Industrial,Central,299.73,37.4,220,No,72.9,High
1731,2024-03-13 02:00:00,Commercial,West,443.86,37.0,286,No,65.0,Medium
1732,2024-03-13 03:00:00,Industrial,Central,208.42,23.3,244,No,24.4,Medium
1733,2024-03-13 04:00:00,Residential,North,304.13,29.3,356,No,46.9,Low
1734,2024-03-13 05:00:00,Residential,Central,316.86,29.2,258,No,73.2,Medium
1735,2024-03-13 06:00:00,Residential,South,211.6,38.1,58,Yes,25.7,Medium
1736,2024-03-13 07:00:00,Commercial,Central,76.43,22.0,36,No,65.6,Low
1737,2024-03-13 08:00:00,Industrial,West,51.31,16.0,328,No,0.8,High
1738,2024-03-13 09:00:00,Residential,South,13.25,15.6,429,No,0.3,High
1739,2024-03-13 10:00:00,Industrial,North,437.4,26.4,490,No,60.8,Medium
1740,2024-03-13 11:00:00,Industrial,North,122.06,23.0,498,Yes,60.9,Medium
1741,2024-03-13 12:00:00,Residential,East,109.7,22.6,393,Yes,63.1,Medium
1742,2024-03-13 13:00:00,Residential,South,369.34,8.6,382,Yes,74.4,Low
1743,2024-03-13 14:00:00,Industrial,East,163.41,33.7,193,Yes,9.4,Low
1744,2024-03-13 15:00:00,Residential,South,255.49,13.5,333,No,18.6,Medium
1745,2024-03-13 16:00:00,Residential,South,85.44,12.9,50,No,72.3,Medium
1746,2024-03-13 17:00:00,Residential,West,480.07,21.5,463,No,14.2,High
1747,2024-03-13 18:00:00,Commercial,East,426.53,14.1,32,No,54.6,Low
1748,2024-03-13 19:00:00,Industrial,West,432.58,28.4,98,Yes,42.4,Medium
1749,2024-03-13 20:00:00,Industrial,South,206.35,19.9,43,No,6.7,Medium
1750,2024-03-13 21:00:00,Commercial,North,382.37,23.0,381,Yes,22.8,Medium
1751,2024-03-13 22:00:00,Industrial,South,76.22,26.5,351,Yes,41.6,High
1752,2024-03-13 23:00:00,Residential,West,9.27,13.1,334,No,68.2,High
1753,2024-03-14 00:00:00,Industrial,East,14.89,11.2,310,No,56.6,Low
1754,2024-03-14 01:00:00,Residential,East,295.37,40.2,47,No,49.8,Low
1755,2024-03-14 02:00:00,Commercial,West,230.42,22.3,270,Yes,39.7,Low
1756,2024-03-14 03:00:00,Residential,East,261.42,21.5,432,No,23.9,Medium
1757,2024-03-14 04:00:00,Industrial,Central,8.69,6.4,311,Yes,9.5,Low
1758,2024-03-14 05:00:00,Industrial,North,214.23,24.9,413,Yes,32.7,Medium
1759,2024-03-14 06:00:00,Industrial,North,360.44,27.2,431,No,2.3,Low
1760,2024-03-14 07:00:00,Commercial,North,224.13,27.4,63,No,16.9,Medium
1761,2024-03-14 08:00:00,Commercial,East,367.45,33.3,19,No,34.6,Medium
1762,2024-03-14 09:00:00,Industrial,East,120.34,12.1,347,No,33.5,Medium
1763,2024-03-14 10:00:00,Residential,South,407.51,15.1,393,No,3.5,Medium
1764,2024-03-14 11:00:00,Commercial,South,296.27,37.4,101,No,47.1,Low
1765,2024-03-14 12:00:00,Industrial,North,109.33,42.9,37,No,44.0,Low
1766,2024-03-14 13:00:00,Industrial,Central,122.18,10.4,107,No,6.2,Medium
1767,2024-03-14 14:00:00,Commercial,South,315.88,24.9,92,No,75.5,Medium
1768,2024-03-14 15:00:00,Commercial,South,415.82,13.6,308,No,8.0,High
1769,2024-03-14 16:00:00,Commercial,East,210.74,7.4,185,Yes,68.4,High
1770,2024-03-14 17:00:00,Residential,Central,132.86,18.0,216,No,0.0,High
1771,2024-03-14 18:00:00,Residential,North,434.17,10.7,28,No,70.6,Low
1772,2024-03-14 19:00:00,Industrial,South,336.29,33.4,36,Yes,1.6,Medium
1773,2024-03-14 20:00:00,Commercial,Central,226.8,26.3,372,No,60.6,Low
1774,2024-03-14 21:00:00,Residential,Central,246.51,10.8,320,Yes,28.9,Low
1775,2024-03-14 22:00:00,Commercial,North,106.11,5.4,18,No,59.1,Low
1776,2024-03-14 23:00:00,Industrial,Central,315.27,37.3,345,No,32.1,Low
1777,2024-03-15 00:00:00,Residential,Central,182.58,12.0,419,Yes,5.7,Low
1778,2024-03-15 01:00:00,Residential,Central,497.84,29.2,196,No,61.4,Medium
1779,2024-03-15 02:00:00,Residential,South,242.69,18.5,78,No,5.7,High
1780,2024-03-15 03:00:00,Industrial,North,245.51,28.4,167,No,73.8,Low
1781,2024-03-15 04:00:00,Commercial,Central,285.1,17.6,90,Yes,4.1,High
1782,2024-03-15 05:00:00,Residential,Central,458.79,8.5,264,No,38.3,Low
1783,2024-03-15 06:00:00,Industrial,South,401.4,13.9,472,No,57.8,Low
1784,2024-03-15 07:00:00,Commercial,North,228.31,12.5,208,No,31.5,Medium
1785,2024-03-15 08:00:00,Industrial,East,360.76,22.1,212,No,17.4,Medium
1786,2024-03-15 09:00:00,Commercial,South,295.19,31.3,271,No,60.7,Low
1787,2024-03-15 10:00:00,Industrial,North,248.72,15.6,263,No,62.7,Low
1788,2024-03-15 11:00:00,Commercial,Central,100.2,5.5,273,No,73.8,Medium
1789,2024-03-15 12:00:00,Residential,North,234.65,25.8,342,Yes,30.1,Low
1790,2024-03-15 13:00:00,Commercial,North,126.68,29.2,214,No,40.5,Medium
1791,2024-03-15 14:00:00,Industrial,North,457.85,43.5,374,No,29.1,Medium
1792,2024-03-15 15:00:00,Industrial,East,171.03,28.6,64,No,20.6,Low
1793,2024-03-15 16:00:00,Commercial,North,476.37,23.8,12,Yes,60.1,High
1794,2024-03-15 17:00:00,Residential,East,268.86,27.9,210,Yes,27.2,Low
1795,2024-03-15 18:00:00,Residential,Central,317.61,42.1,312,Yes,34.3,Medium
1796,2024-03-15 19:00:00,Commercial,East,273.76,38.1,174,Yes,32.3,Medium
1797,2024-03-15 20:00:00,Commercial,Central,69.04,17.9,431,No,57.0,High
1798,2024-03-15 21:00:00,Industrial,Central,191.03,14.5,256,Yes,73.4,Medium
1799,2024-03-15 22:00:00,Residential,East,54.08,15.5,463,No,53.3,Medium
1800,2024-03-15 23:00:00,Commercial,South,313.36,25.2,101,Yes,37.7,Low
1801,2024-03-16 00:00:00,Residential,West,226.2,34.8,16,Yes,62.3,Medium
1802,2024-03-16 01:00:00,Commercial,North,390.1,25.1,197,No,51.3,Medium
1803,2024-03-16 02:00:00,Commercial,West,114.13,7.7,258,Yes,4.8,Low
1804,2024-03-16 03:00:00,Residential,North,86.46,33.9,384,No,7.7,High
1805,2024-03-16 04:00:00,Commercial,North,206.13,37.2,244,Yes,3.0,Low
1806,2024-03-16 05:00:00,Commercial,Central,463.66,16.6,348,No,36.5,High
1807,2024-03-16 06:00:00,Industrial,North,356.66,31.6,249,No,66.1,High
1808,2024-03-16 07:00:00,Commercial,North,212.37,22.1,105,No,25.0,Medium
1809,2024-03-16 08:00:00,Commercial,East,261.05,40.6,182,Yes,30.7,Medium
1810,2024-03-16 09:00:00,Commercial,West,46.69,38.8,155,No,72.8,Low
1811,2024-03-16 10:00:00,Industrial,East,492.37,26.0,287,No,67.0,High
1812,2024-03-16 11:00:00,Residential,North,334.87,32.7,169,No,53.2,Low
1813,2024-03-16 12:00:00,Industrial,Central,146.28,40.3,420,No,21.3,Medium
1814,2024-03-16 13:00:00,Industrial,East,294.98,24.8,47,Yes,9.4,Medium
1815,2024-03-16 14:00:00,Residential,East,59.19,17.5,43,No,1.3,High
1816,2024-03-16 15:00:00,Industrial,South,483.09,35.1,321,Yes,8.6,Medium
1817,2024-03-16 16:00:00,Residential,North,91.52,13.8,306,Yes,23.4,Medium
1818,2024-03-16 17:00:00,Industrial,Central,325.78,20.5,221,No,44.1,Low
1819,2024-03-16 18:00:00,Residential,East,126.5,39.6,1,Yes,5.1,Low
1820,2024-03-16 19:00:00,Commercial,East,360.19,34.0,200,Yes,10.9,Low
1821,2024-03-16 20:00:00,Industrial,Central,389.53,21.2,441,Yes,14.5,High
1822,2024-03-16 21:00:00,Industrial,North,338.34,13.6,144,No,50.6,Medium
1823,2024-03-16 22:00:00,Industrial,South,309.18,19.2,378,No,49.3,Medium
1824,2024-03-16 23:00:00,Industrial,East,446.77,16.4,28,No,44.1,Medium
1825,2024-03-17 00:00:00,Commercial,South,43.92,12.0,342,Yes,20.0,Medium
1826,2024-03-17 01:00:00,Industrial,West,168.8,34.7,338,No,29.7,Low
1827,2024-03-17 02:00:00,Commercial,North,127.9,15.1,278,No,7.7,Low
1828,2024-03-17 03:00:00,Commercial,West,494.07,23.2,41,No,18.1,Low
1829,2024-03-17 04:00:00,Commercial,West,197.75,20.4,332,Yes,71.8,Medium
1830,2024-03-17 05:00:00,Commercial,West,367.64,44.3,147,No,78.4,Low
1831,2024-03-17 06:00:00,Residential,North,343.94,20.6,345,No,51.8,Medium
1832,2024-03-17 07:00:00,Residential,North,109.98,8.2,178,Yes,73.3,Medium
1833,2024-03-17 08:00:00,Industrial,Central,123.3,8.6,315,Yes,51.4,Medium
1834,2024-03-17 09:00:00,Residential,South,144.24,28.6,325,Yes,2.7,Low
1835,2024-03-17 10:00:00,Residential,South,208.51,29.0,418,No,79.7,Low
1836,2024-03-17 11:00:00,Industrial,Central,120.99,21.8,167,Yes,7.9,Low
1837,2024-03-17 12:00:00,Industrial,Central,14.73,22.3,123,No,54.6,Medium
1838,2024-03-17 13:00:00,Industrial,West,440.3,7.2,74,Yes,20.2,Low
1839,2024-03-17 14:00:00,Residential,Central,482.98,25.7,239,No,31.4,High
1840,2024-03-17 15:00:00,Residential,East,174.08,25.2,249,Yes,51.7,Medium
1841,2024-03-17 16:00:00,Industrial,South,172.56,11.0,263,No,34.9,Low
1842,2024-03-17 17:00:00,Commercial,Central,8.51,9.2,252,No,20.0,Medium
1843,2024-03-17 18:00:00,Industrial,East,341.72,9.9,357,Yes,26.8,Medium
1844,2024-03-17 19:00:00,Commercial,East,413.59,9.0,111,No,27.3,Medium
1845,2024-03-17 20:00:00,Commercial,East,77.57,29.4,180,Yes,76.7,Low
1846,2024-03-17 21:00:00,Industrial,East,84.03,12.9,188,No,63.9,Low
1847,2024-03-17 22:00:00,Industrial,West,396.09,15.1,308,No,36.7,Low
1848,2024-03-17 23:00:00,Industrial,East,310.06,11.9,207,Yes,16.0,Low
1849,2024-03-18 00:00:00,Residential,West,27.21,43.3,234,Yes,64.9,Medium
1850,2024-03-18 01:00:00,Commercial,West,313.16,39.2,24,Yes,12.6,Medium
1851,2024-03-18 02:00:00,Residential,East,157.91,14.2,26,No,16.8,High
1852,2024-03-18 03:00:00,Residential,South,187.52,18.1,381,No,29.3,Low
1853,2024-03-18 04:00:00,Industrial,East,386.02,13.4,218,No,70.4,Low
1854,2024-03-18 05:00:00,Residential,East,406.41,24.7,494,Yes,10.5,Medium
1855,2024-03-18 06:00:00,Industrial,East,203.18,5.8,346,Yes,9.8,Low
1856,2024-03-18 07:00:00,Commercial,South,473.84,31.9,378,No,39.5,Low
1857,2024-03-18 08:00:00,Industrial,North,206.2,25.9,10,Yes,22.1,Medium
1858,2024-03-18 09:00:00,Residential,North,387.06,40.9,17,No,45.5,Low
1859,2024-03-18 10:00:00,Residential,West,244.52,11.6,245,Yes,36.1,Medium
1860,2024-03-18 11:00:00,Industrial,West,449.28,37.2,206,Yes,34.8,Low
1861,2024-03-18 12:00:00,Industrial,South,454.34,36.7,258,No,9.0,Medium
1862,2024-03-18 13:00:00,Residential,Central,48.27,10.1,112,No,11.3,High
1863,2024-03-18 14:00:00,Commercial,North,468.56,20.9,205,No,65.7,Low
1864,2024-03-18 15:00:00,Commercial,West,413.64,11.8,27,Yes,70.9,High
1865,2024-03-18 16:00:00,Industrial,North,396.7,15.2,457,Yes,18.8,Medium
1866,2024-03-18 17:00:00,Commercial,South,104.45,15.5,71,No,9.1,High
1867,2024-03-18 18:00:00,Residential,South,403.53,27.2,176,No,4.3,Low
1868,2024-03-18 19:00:00,Industrial,Central,425.82,21.5,202,No,48.7,Medium
1869,2024-03-18 20:00:00,Residential,Central,148.13,42.9,248,Yes,57.2,Low
1870,2024-03-18 21:00:00,Residential,South,476.37,10.1,118,No,29.8,Medium
1871,2024-03-18 22:00:00,Commercial,West,29.68,43.9,9,No,54.4,Medium
1872,2024-03-18 23:00:00,Industrial,North,79.21,14.2,86,No,57.0,Medium
1873,2024-03-19 00:00:00,Industrial,East,271.1,35.9,23,No,74.8,High
1874,2024-03-19 01:00:00,Commercial,Central,290.02,18.6,455,No,5.2,Low
1875,2024-03-19 02:00:00,Residential,East,324.35,10.7,240,No,15.4,Low
1876,2024-03-19 03:00:00,Residential,West,13.4,39.3,73,No,5.5,Medium
1877,2024-03-19 04:00:00,Residential,Central,480.38,17.4,27,No,69.4,Medium
1878,2024-03-19 05:00:00,Residential,East,27.07,31.4,472,No,63.4,Low
1879,2024-03-19 06:00:00,Industrial,West,75.82,27.7,349,No,46.0,Medium
1880,2024-03-19 07:00:00,Industrial,North,11.94,23.9,81,No,6.7,High
1881,2024-03-19 08:00:00,Commercial,West,285.59,24.8,84,Yes,21.9,Medium
1882,2024-03-19 09:00:00,Commercial,Central,466.47,34.3,199,Yes,23.8,Low
1883,2024-03-19 10:00:00,Industrial,South,334.64,8.5,43,Yes,44.9,Low
1884,2024-03-19 11:00:00,Industrial,North,412.22,31.7,488,Yes,20.6,High
1885,2024-03-19 12:00:00,Residential,East,11.57,40.8,263,Yes,5.8,Medium
1886,2024-03-19 13:00:00,Residential,Central,273.3,7.3,92,Yes,58.5,High
1887,2024-03-19 14:00:00,Commercial,South,232.48,10.6,339,Yes,23.9,Low
1888,2024-03-19 15:00:00,Industrial,West,251.99,33.7,447,No,36.2,Medium
1889,2024-03-19 16:00:00,Commercial,South,40.75,22.5,84,Yes,10.2,Medium
1890,2024-03-19 17:00:00,Industrial,Central,343.8,21.1,300,Yes,64.2,Low
1891,2024-03-19 18:00:00,Residential,Central,254.09,10.5,423,No,45.2,Medium
1892,2024-03-19 19:00:00,Commercial,South,383.75,25.3,296,No,72.1,Medium
1893,2024-03-19 20:00:00,Commercial,West,245.22,10.1,135,No,39.6,Medium
1894,2024-03-19 21:00:00,Industrial,South,78.94,24.1,454,No,75.3,High
1895,2024-03-19 22:00:00,Residential,Central,325.89,35.5,281,No,71.3,High
1896,2024-03-19 23:00:00,Commercial,Central,90.33,15.3,489,No,46.1,High
1897,2024-03-20 00:00:00,Residential,East,436.84,24.2,59,No,74.7,High
1898,2024-03-20 01:00:00,Commercial,East,308.49,44.7,397,No,25.8,Medium
1899,2024-03-20 02:00:00,Residential,North,82.82,32.5,359,No,29.3,Low
1900,2024-03-20 03:00:00,Industrial,Central,481.36,38.7,488,No,3.6,High
1901,2024-03-20 04:00:00,Commercial,East,261.59,21.6,342,No,47.1,Medium
1902,2024-03-20 05:00:00,Commercial,South,41.08,35.7,241,Yes,57.8,Low
1903,2024-03-20 06:00:00,Residential,West,315.28,6.6,465,No,61.9,Medium
1904,2024-03-20 07:00:00,Residential,South,130.33,9.9,368,No,12.0,Low
1905,2024-03-20 08:00:00,Commercial,West,402.83,13.1,342,No,35.5,Medium
1906,2024-03-20 09:00:00,Industrial,East,409.82,21.1,98,No,14.1,Low
1907,2024-03-20 10:00:00,Residential,North,489.58,38.8,62,No,53.0,Low
1908,2024-03-20 11:00:00,Residential,South,253.43,18.9,264,No,12.6,High
1909,2024-03-20 12:00:00,Residential,South,230.2,31.2,113,No,72.3,Medium
1910,2024-03-20 13:00:00,Commercial,South,377.97,33.4,429,Yes,18.5,Medium
1911,2024-03-20 14:00:00,Commercial,West,70.57,28.4,146,No,23.3,Medium
1912,2024-03-20 15:00:00,Commercial,East,275.72,19.3,216,Yes,68.1,High
1913,2024-03-20 16:00:00,Commercial,South,275.39,28.1,256,Yes,36.7,Medium
1914,2024-03-20 17:00:00,Industrial,South,49.29,18.7,316,No,1.9,Medium
1915,2024-03-20 18:00:00,Industrial,North,211.9,8.4,316,Yes,39.6,High
1916,2024-03-20 19:00:00,Commercial,North,427.38,44.7,362,No,6.8,Low
1917,2024-03-20 20:00:00,Industrial,East,428.8,10.1,258,Yes,78.8,High
1918,2024-03-20 21:00:00,Residential,East,54.12,7.9,194,Yes,47.0,Low
1919,2024-03-20 22:00:00,Residential,Central,49.91,40.1,347,No,20.5,Medium
1920,2024-03-20 23:00:00,Residential,North,135.03,17.1,14,Yes,45.1,Low
1921,2024-03-21 00:00:00,Commercial,Central,438.01,31.0,304,No,6.1,Medium
1922,2024-03-21 01:00:00,Residential,West,68.81,18.2,103,No,64.0,Medium
1923,2024-03-21 02:00:00,Industrial,Central,361.4,20.7,245,No,74.0,High
1924,2024-03-21 03:00:00,Commercial,South,55.08,15.5,245,No,70.0,High
1925,2024-03-21 04:00:00,Industrial,Central,313.45,18.7,312,No,27.3,High
1926,2024-03-21 05:00:00,Residential,East,181.25,21.4,268,No,26.1,Low
1927,2024-03-21 06:00:00,Residential,West,395.51,33.8,224,No,2.8,High
1928,2024-03-21 07:00:00,Residential,South,120.68,25.5,220,Yes,52.1,Medium
1929,2024-03-21 08:00:00,Commercial,Central,321.4,42.7,311,No,42.8,High
1930,2024-03-21 09:00:00,Industrial,West,121.66,6.7,412,No,36.7,Low
1931,2024-03-21 10:00:00,Commercial,West,358.26,25.1,366,No,72.6,Medium
1932,2024-03-21 11:00:00,Commercial,South,437.47,28.4,217,No,13.4,High
1933,2024-03-21 12:00:00,Residential,Central,67.77,41.8,4,No,0.8,High
1934,2024-03-21 13:00:00,Commercial,West,433.96,7.0,474,No,5.9,Medium
1935,2024-03-21 14:00:00,Commercial,West,298.82,27.9,36,No,17.9,Medium
1936,2024-03-21 15:00:00,Residential,North,67.92,39.1,178,Yes,2.7,Low
1937,2024-03-21 16:00:00,Commercial,West,216.63,14.7,387,Yes,40.2,Medium
1938,2024-03-21 17:00:00,Residential,North,84.63,40.1,257,No,25.1,Medium
1939,2024-03-21 18:00:00,Residential,Central,351.67,5.8,17,No,14.4,Low
1940,2024-03-21 19:00:00,Residential,Central,380.64,34.3,199,Yes,60.0,Low
1941,2024-03-21 20:00:00,Residential,Central,57.37,42.3,318,Yes,16.4,Low
1942,2024-03-21 21:00:00,Commercial,East,255.54,31.3,48,Yes,55.0,Medium
1943,2024-03-21 22:00:00,Residential,Central,408.24,22.6,62,No,27.9,Low
1944,2024-03-21 23:00:00,Residential,West,468.4,6.8,69,No,40.9,Medium
1945,2024-03-22 00:00:00,Commercial,South,259.19,41.8,147,No,74.7,Low
1946,2024-03-22 01:00:00,Commercial,North,475.39,23.8,359,Yes,3.0,Medium
1947,2024-03-22 02:00:00,Industrial,East,270.17,6.2,366,Yes,40.0,Medium
1948,2024-03-22 03:00:00,Commercial,Central,200.12,32.6,162,Yes,68.4,Medium
1949,2024-03-22 04:00:00,Commercial,Central,424.86,24.3,227,Yes,47.0,Medium
1950,2024-03-22 05:00:00,Industrial,South,249.03,10.0,433,No,22.1,Medium
1951,2024-03-22 06:00:00,Commercial,South,238.59,13.6,464,No,31.8,Low
1952,2024-03-22 07:00:00,Commercial,East,247.7,7.6,488,Yes,54.4,High
1953,2024-03-22 08:00:00,Commercial,North,424.16,28.0,498,Yes,71.3,Low
1954,2024-03-22 09:00:00,Commercial,Central,416.81,29.9,431,Yes,3.3,Low
1955,2024-03-22 10:00:00,Industrial,East,204.74,25.2,487,No,5.7,Medium
1956,2024-03-22 11:00:00,Commercial,West,169.98,37.7,347,Yes,26.0,Low
1957,2024-03-22 12:00:00,Commercial,West,248.5,39.4,489,Yes,18.6,High
1958,2024-03-22 13:00:00,Industrial,East,288.52,29.6,230,Yes,21.2,Low
1959,2024-03-22 14:00:00,Residential,Central,122.98,5.5,370,No,17.7,Medium
1960,2024-03-22 15:00:00,Industrial,East,398.01,32.8,178,No,15.7,Low
1961,2024-03-22 16:00:00,Residential,Central,245.81,21.7,345,No,10.4,Low
1962,2024-03-22 17:00:00,Industrial,South,170.35,27.6,410,Yes,74.7,Low
1963,2024-03-22 18:00:00,Industrial,East,57.88,31.0,56,No,11.5,High
1964,2024-03-22 19:00:00,Commercial,Central,123.23,19.0,78,No,16.4,High
1965,2024-03-22 20:00:00,Residential,East,474.89,41.7,270,Yes,19.7,Medium
1966,2024-03-22 21:00:00,Commercial,East,156.02,10.4,206,Yes,74.6,High
1967,2024-03-22 22:00:00,Residential,Central,88.59,31.9,281,No,60.5,Medium
1968,2024-03-22 23:00:00,Industrial,Central,233.03,5.2,228,Yes,63.2,High
1969,2024-03-23 00:00:00,Industrial,North,157.01,42.0,388,No,8.4,High
1970,2024-03-23 01:00:00,Residential,East,22.4,9.5,239,No,66.9,Low
1971,2024-03-23 02:00:00,Commercial,West,164.96,8.8,463,No,32.7,Medium
1972,2024-03-23 03:00:00,Commercial,East,274.33,18.3,288,Yes,21.0,Medium
1973,2024-03-23 04:00:00,Commercial,East,278.1,19.9,82,No,46.1,Low
1974,2024-03-23 05:00:00,Commercial,Central,181.5,13.6,334,No,65.8,Low
1975,2024-03-23 06:00:00,Industrial,East,226.41,28.4,250,Yes,62.3,High
1976,2024-03-23 07:00:00,Industrial,East,482.93,22.7,193,No,71.2,High
1977,2024-03-23 08:00:00,Industrial,West,191.79,6.4,106,Yes,74.3,Medium
1978,2024-03-23 09:00:00,Industrial,Central,132.82,17.8,189,Yes,19.0,High
1979,2024-03-23 10:00:00,Industrial,East,125.52,37.4,276,No,33.9,High
1980,2024-03-23 11:00:00,Commercial,South,231.59,32.6,74,Yes,1.2,Low
1981,2024-03-23 12:00:00,Commercial,North,380.96,34.0,10,Yes,70.3,Low
1982,2024-03-23 13:00:00,Commercial,West,106.96,32.9,123,Yes,12.4,Low
1983,2024-03-23 14:00:00,Commercial,East,356.1,17.4,216,No,68.9,Low
1984,2024-03-23 15:00:00,Industrial,South,15.47,9.0,290,No,26.4,Low
1985,2024-03-23 16:00:00,Industrial,East,212.37,15.9,445,Yes,29.5,Medium
1986,2024-03-23 17:00:00,Industrial,East,389.05,38.3,476,No,3.1,High
1987,2024-03-23 18:00:00,Residential,Central,172.67,44.2,411,Yes,26.2,High
1988,2024-03-23 19:00:00,Commercial,Central,284.05,24.8,40,No,71.1,Medium
1989,2024-03-23 20:00:00,Commercial,Central,106.46,5.4,193,No,2.0,High
1990,2024-03-23 21:00:00,Industrial,South,372.29,10.6,127,No,32.5,Medium
1991,2024-03-23 22:00:00,Commercial,East,30.88,17.9,289,No,2.5,High
1992,2024-03-23 23:00:00,Commercial,North,427.01,28.1,452,No,29.7,Medium
1993,2024-03-24 00:00:00,Industrial,West,103.11,8.0,71,Yes,13.8,Low
1994,2024-03-24 01:00:00,Residential,Central,437.83,42.7,137,No,20.2,High
1995,2024-03-24 02:00:00,Residential,Central,179.5,19.6,144,Yes,70.2,Low
1996,2024-03-24 03:00:00,Residential,East,362.73,41.5,389,No,34.9,Medium
1997,2024-03-24 04:00:00,Industrial,East,163.02,36.2,354,Yes,21.9,Low
1998,2024-03-24 05:00:00,Commercial,South,453.43,35.2,380,Yes,47.1,Medium
1999,2024-03-24 06:00:00,Industrial,South,67.69,29.3,407,Yes,11.4,High
2000,2024-03-24 07:00:00,Industrial,Central,93.37,30.1,299,Yes,20.8,Low
2001,2024-03-24 08:00:00,Commercial,East,249.05,30.5,370,No,43.7,High
2002,2024-03-24 09:00:00,Residential,North,45.56,30.1,345,No,19.0,Low
2003,2024-03-24 10:00:00,Residential,West,102.01,27.1,441,No,54.3,Low
2004,2024-03-24 11:00:00,Industrial,East,472.16,44.5,435,No,39.3,Low
2005,2024-03-24 12:00:00,Residential,East,488.36,34.3,269,No,61.8,Medium
2006,2024-03-24 13:00:00,Industrial,South,191.25,36.1,384,Yes,75.9,Low
2007,2024-03-24 14:00:00,Industrial,West,462.03,39.9,408,Yes,9.3,Medium
2008,2024-03-24 15:00:00,Commercial,Central,274.69,13.6,139,Yes,26.8,Low
2009,2024-03-24 16:00:00,Commercial,East,138.52,8.4,52,Yes,25.6,Low
2010,2024-03-24 17:00:00,Commercial,Central,352.69,24.3,499,Yes,12.1,Medium
2011,2024-03-24 18:00:00,Industrial,East,331.16,25.6,17,Yes,64.8,Low
2012,2024-03-24 19:00:00,Commercial,Central,494.62,38.2,165,Yes,60.8,Low
2013,2024-03-24 20:00:00,Residential,West,136.2,22.8,13,Yes,38.8,Low
2014,2024-03-24 21:00:00,Residential,South,337.67,27.8,190,No,43.0,Medium
2015,2024-03-24 22:00:00,Industrial,West,30.75,26.1,475,Yes,4.8,Medium
2016,2024-03-24 23:00:00,Industrial,North,61.25,6.5,340,No,44.4,Low
2017,2024-03-25 00:00:00,Commercial,South,6.94,29.6,353,No,63.3,Low
2018,2024-03-25 01:00:00,Industrial,West,499.73,38.1,362,No,45.9,Low
2019,2024-03-25 02:00:00,Industrial,North,402.13,11.3,352,Yes,21.2,Low
2020,2024-03-25 03:00:00,Residential,East,394.43,28.8,264,Yes,53.4,High
2021,2024-03-25 04:00:00,Residential,East,257.31,28.7,312,Yes,28.9,Medium
2022,2024-03-25 05:00:00,Commercial,Central,153.53,11.6,221,Yes,43.6,Medium
2023,2024-03-25 06:00:00,Industrial,South,79.88,9.9,104,Yes,39.0,Low
2024,2024-03-25 07:00:00,Industrial,East,145.91,44.2,339,No,30.5,Medium
2025,2024-03-25 08:00:00,Residential,South,191.11,20.7,198,No,57.5,High
2026,2024-03-25 09:00:00,Industrial,East,379.37,14.1,300,No,70.7,Medium
2027,2024-03-25 10:00:00,Residential,Central,272.13,11.9,444,No,0.4,Medium
2028,2024-03-25 11:00:00,Commercial,West,43.35,31.7,359,Yes,74.7,Medium
2029,2024-03-25 12:00:00,Residential,Central,13.92,29.4,368,No,40.9,Medium
2030,2024-03-25 13:00:00,Industrial,North,55.65,30.7,169,Yes,56.1,Low
2031,2024-03-25 14:00:00,Commercial,East,208.2,8.5,149,No,68.4,Medium
2032,2024-03-25 15:00:00,Residential,North,466.93,40.7,249,No,37.4,Low
